m, seta0t10.0
1.21, 0.0009213089262887345
1.22, 0.000938083315091107
1.23, 0.0009552262278251282
1.24, 0.0009727477963453343
1.25, 0.0009906585698322863
1.26, 0.001008969545228931
1.27, 0.0010276922014291663
1.28, 0.001046838537777435
1.29, 0.001066421117513865
1.3, 0.0010864531168842673
1.31, 0.0011069483807263942
1.32, 0.0011279214854488721
1.33, 0.001149387810434914
1.34, 0.0011713636190322277
1.35, 0.0011938661504405992
1.36, 0.0012169137239762785
1.37, 0.001240525857391037
1.38, 0.0012647234011564246
1.39, 0.0012895286909025468
1.4, 0.0013149657205437358
1.41, 0.0013410603390421917
1.42, 0.0013678404742937023
1.43, 0.0013953363882896488
1.44, 0.0014235809685751932
1.45, 0.0014526100621420756
1.46, 0.0014824628593543823
1.47, 0.0015131823374268047
1.48, 0.0015448157755146164
1.49, 0.0015774153568593173
1.5, 0.0016110388779800781
1.51, 0.0016457505910522669
1.52, 0.0016816222140278805
1.53, 0.0017187341546813222
1.54, 0.001757177011049487
1.55, 0.0017970534338713421
1.56, 0.0018384804700545573
1.57, 0.0018815925553722582
1.58, 0.001926545398468096
1.59, 0.0019735211118287175
1.6, 0.0020227351246037348
1.61, 0.0020744457033115148
1.62, 0.0021289673953478598
1.63, 0.0021866905625251665
1.64, 0.002248110723523328
1.65, 0.002313874395120199
1.66, 0.0023848541602593757
1.67, 0.002462278875827969
1.68, 0.0025479763793272493
1.69, 0.002644869919323464
1.7, 0.002758128655036992
1.71, 0.002898355843834441
1.72, 0.0030933199059349986
1.73, 0.0034634466421411257
1.74, 0.014797672043845312
1.75, 0.0037746602732606103
1.76, 0.0035202931507909386
1.77, 0.0035238647940318128
1.78, 0.0036140483559087347
1.79, 0.0037949067561051206
1.8, 0.005170060208125196
1.81, 0.004417119319322105
1.82, 0.004474905205262585
1.83, 0.004566443135154909
1.84, 0.004673103972258591
1.85, 0.004790017540718775
1.86, 0.004915353281428118
1.87, 0.0050483494718644335
1.88, 0.005188726913623015
1.89, 0.005336465105895725
1.9, 0.005491702741322483
1.91, 0.005654689057833575
1.92, 0.005825758855760492
1.93, 0.006005319738998122
1.94, 0.006193846299832316
1.95, 0.006391878653687427
1.96, 0.00660002401479863
1.97, 0.0068189606750645275
1.98, 0.007049444136141061
1.99, 0.0072923153999545996
2.0, 0.02262726603188511
2.01, 0.00768269127750783
2.02, 0.008009119479945433
2.03, 0.008361184076459022
2.04, 0.008742444882476243
2.05, 0.009157346387443694
2.06, 0.00961155804881933
2.07, 0.010112502961418753
2.08, 0.010670213288309275
2.09, 0.011298783397846743
2.1, 0.012018987369617705
2.11, 0.012863344592512534
2.12, 0.013886841901507652
2.13, 0.015192379948398891
2.14, 0.017000878915590996
2.15, 0.019885592560455072
2.16, 0.02572779844434015
2.17, 0.03978448045727456
2.18, 0.046145249268405526
2.19, 0.03773202088681227
2.2, 0.03136529786251166
2.21, 0.027515059541976836
2.22, 0.025308632263002017
2.23, 0.02411597318079993
2.24, 0.023567698061410097
2.25, 0.023455274544941545
2.26, 0.02365994676622119
2.27, 0.024113183867721814
2.28, 0.024775524301875206
2.29, 0.02562500018130728
2.3, 0.02665042923127998
2.31, 0.027847125647319695
2.32, 0.029213731021084963
2.33, 0.030749497078563205
2.34, 0.03245179941384223
2.35, 0.034314083584681666
2.36, 0.03632483171984171
2.37, 0.03846829615715496
2.38, 0.040727402749181164
2.39, 0.04308833391649901
2.4, 0.04554533117695443
2.41, 0.048103984110107946
2.42, 0.05078203542887313
2.43, 0.05360799600530421
2.44, 0.05661873770984892
2.45, 0.05985730662583696
2.46, 0.0633717302404906
2.47, 0.06721503946883017
2.48, 0.071446323893037
2.49, 0.07613230573595066
2.5, 0.08134834114624147
2.51, 0.0871764656634761
2.52, 0.09369569666314634
2.53, 0.10095701400520037
2.54, 0.10893672404323712
2.55, 0.11747708776238391
2.56, 0.12625595284275334
2.57, 0.13484516936590976
2.58, 0.1428618068018555
2.59, 0.1501146035261361
2.6, 0.1566396036729793
2.61, 0.1626265331275097
2.62, 0.16831247496114507
2.63, 0.1738962441658466
2.64, 0.179481022380047
2.65, 0.18505017572384236
2.66, 0.19051448189997636
2.67, 0.19585416669432346
2.68, 0.2012505873410663
2.69, 0.20705090347410185
2.7, 0.21360708255138655
2.71, 0.22116051988672536
2.72, 0.22982206078121653
2.73, 0.2395832903256268
2.74, 0.25031089843358045
2.75, 0.2617437473885625
2.76, 0.27354835435078667
2.77, 0.2854320993886869
2.78, 0.297226832987943
2.79, 0.3088848235300619
2.8, 0.3204235572029963
2.81, 0.33187310531982633
2.82, 0.34324283336484973
2.83, 0.3545039819904217
2.84, 0.36558393122739336
2.85, 0.37636988995050924
2.86, 0.3867203317150856
2.87, 0.39648298985085056
2.88, 0.40551862796303034
2.89, 0.41372915255858256
2.9, 0.4210863658001614
2.91, 0.4276547536120257
2.92, 0.4336013128772538
2.93, 0.4391905296867618
2.94, 0.44477013855550346
2.95, 0.4507493210736994
2.96, 0.45753033985418146
2.97, 0.4652576156269074
2.98, 0.47323940632190953
2.99, 0.47953853555485615
3.0, 0.4819400210128558
